20200516194616,Mixed_Breed_(Large)
20191206020554,Mixed_Breed_(Large)
20180319212646,Pit_Bull_Terrier
20200422112405,Anatolian_Shepherd
20181008234243,Labrador_Retriever
20190619221046,Pit_Bull_Terrier
20181103093256,Black_Labrador_Retriever
20190807180800,Mixed_Breed_(Medium)
20191108194621,Pit_Bull_Terrier
20200503184116,Mixed_Breed_(Large)
20200612075718,Mixed_Breed_(Medium)
20200509191210,Great_Dane
20190512162403_0,Australian_(Blue_Heeler)_Cattle_Dog
20190611234943,Pit_BullTerrier
20200101234200,Pit_Bull_Terrier
20191216203549,Dogo_Argentino
20200711122456,Bernese_Mountain_Dog
20190821230933,Chow_Chow
20200706195711,Pit_BullTerrier
20200418100205_0,Labrador_Retriever
20191016220822,Chocolate_Labrador_Retriever
20191206014545,Mixed_Breed_(Medium)
20200620120430,Labrador_Retriever
20200424091651_0,Terrier
20191228004848,Pit_Bull_Terrier
20170529205150,Pit_BullTerrier
20200514135253_0,Pit_Bull_Terrier
20200404201913,Black_Labrador_Retriever
20200702190845,German_Shepherd
20200117211037,Pit_BullTerrier
20200616102459,Pit_Bull_Terrier
20200131073812,Terrier
20200709195857,Old_EnglishSheepdog
20200321190429,American_Pit_BullTerrier
20200612155722,Pit_BullTerrier
20200320223819,GreatPyrenees
20200131160601,Shepherd
20200527213446,Pit_Bull_Terrier
20200127110127,Black_Mouth_Cur
20200504143814,American_Pit_Bull_Terrier
20200518062848_0,Black_Labrador_Retriever
20200610094828_0,Boxer
20200709184402,LabradorRetriever
20200424141632,Mixed_Breed_(Small)
20200528214121,Pit_BullTerrier
20200618223034,Beagle
20200507212404,Pointer
20200625194640,Pit_BullTerrier
20200506203753,American_Bulldog
20200405130447,Chihuahua
20200622154714,Terrier
20191201212210,Mixed_Breed_(Medium)
20200325113743,Akita
20200703170411,Boxer
20200629092805,Australian_(Red_Heeler)_Cattle_Dog
20161214223208_0,Pit_Bull_Terrier
20200409143113,Pit_Bull_Terrier
20200427142818,German_Shepherd
20200521120841,American_Staffordshire_Terrier
20200529132730,Pit_Bull_Terrier
20200711142001_0,American_Staffordshire_Terrier
20200502195227,Mixed_Breed_(Medium)
20200710203253,Pit_Bull_Terrier
20200602075153,GreatPyrenees
20200523072632,Pit_Bull_Terrier
20200601230008,American_StaffordshireTerrier
20200611213254,Shepherd
20200507093050,Mastiff
20200606213056,Pit_Bull_Terrier
20200707152630,Mixed_Breed_(Large)
20200627123108,Cattle_Dog
20200618230828,Pit_Bull_Terrier
20200520160908,BassetHound
20200520161142,Cattle_Dog
20200618215310,German_Shepherd
20200216063052,Retriever
20200627203754,French_Bulldog
20200703170540,Pit_Bull_Terrier
20200618220305,Pit_Bull_Terrier
20200521162336_0,American_Bulldog
20200603113615_0,Pit_Bull_Terrier
20200521185140,Black_LabradorRetriever
20200530192537,Pit_Bull_Terrier
20200521185517,LabradorRetriever
20200604201134,Pit_BullTerrier
20200627185228,Mastiff
20190528230417,Hound
20200603171429,Pit_Bull_Terrier
20200705210444,Rottweiler
20200709151700,Blue_Lacy
20200606201447,LabradorRetriever
20200530194845,Terrier
20200616232016,Black_LabradorRetriever
20200425204051_0,American_Bulldog
20200522132227,American_Pit_Bull_Terrier
20200707090519,Cattle_Dog
20200707090519,Cattle_Dog
20200625195137,Terrier
20200709201137,Blue_Lacy
20200616100245,Pit_Bull_Terrier
20200615093324,Pit_Bull_Terrier
20200625183710,Plott_Hound
20200613200854,Terrier
20200401221047,Pit_Bull_Terrier
20200625205103,Pit_Bull_Terrier
20200618222824,Labrador_Retriever
20200611203841,Pit_BullTerrier
20200607165742,Mixed_Breed_(Medium)
20200624074843,Pit_Bull_Terrier
20200610101011,Beagle
20200610101039,Beagle
20200705200630,GermanShepherd
20200610130157,American_Bulldog
20200709202745,Pit_Bull_Terrier
20200711183427,Black_Labrador_Retriever
20200703163300,Mixed_Breed_(Medium)
20200622153249,Australian_(Red_Heeler)_Cattle_Dog
20200702092004,American_Pit_Bull_Terrier
20200706231732,Pit_Bull_Terrier
20200610143248,Black_Labrador_Retriever
20200625201715,Pit_Bull_Terrier
20191208181050,Pit_BullTerrier
20200614131327,Chocolate_Labrador_Retriever
20200702105605,Pit_BullTerrier
20200616121640,Hound
20200623134745,American_StaffordshireTerrier
20200707070327,Pit_BullTerrier
20200704191014,American_StaffordshireTerrier
20200705173300,Pit_Bull_Terrier
20200704195957,Pit_BullTerrier
20200119201913,Pointer
20200710211344,Australian_(Red_Heeler)_Cattle_Dog
20200625115835,Australian_Shepherd
20200704184736,Pit_Bull_Terrier
20200624124843,Shepherd
20200623162835,Mastiff
20200628093615,Terrier
20200628115905,Blue_Lacy
20200710210335,Boxer
20200701131425,Australian_(Blue_Heeler)_Cattle_Dog
20200704194548,American_Pit_Bull_Terrier
Default_Dog,American_Bulldog
20200710204356,Mixed_Breed_(Medium)
20200705112758,Mixed_Breed_(Medium)
20200705112758,Mixed_Breed_(Medium)
20200705104828,Jack_Russell_Terrier
20200706111844,Pit_BullTerrier
20200301174241,Treeing_WalkerCoonhound
20200706111918,Pit_BullTerrier
20200705104731,Shih_Tzu
20200706130859,Pit_Bull_Terrier
20200706131942,Chihuahua
20200703124448,Shepherd
20200706141305,Chocolate_Labrador_Retriever
20200712103927,Short_Coat_Chihuahua
20200712104140,Short_Coat_Chihuahua
20200709092101,Great_Dane
20200708144614,Pit_Bull_Terrier
20200707124317,Pit_Bull_Terrier
20200707111453,Shepherd
20200616142030,Australian_Kelpie
20200711172751,Terrier
20200712104231,Short_Coat_Chihuahua
20200712104207,Short_Coat_Chihuahua
20200711181240,Cattle_Dog
20181013230938,Pit_Bull_Terrier
20200707123042,Black_Labrador_Retriever
20200706122551,Border_Collie
20200707134243,GermanShepherd
20200528231002,Pit_Bull_Terrier
20200708140546,Black_Mouth_Cur
20200710140049,Terrier
20200707133108,Labrador_Retriever
20180226105109_0_0,Labrador_Retriever
20200709130224,Greyhound
20200708161031,Labrador_Retriever
20200708144952_0,Australian_(Blue_Heeler)_Cattle_Dog
20200708140736,Labrador_Retriever
Default_Dog,Labrador_Retriever
20200608203708,Pit_Bull_Terrier
20200527120452,Labrador_Retriever
20200710085514,Border_Collie
20200710082453,Shepherd
20200701165517,Cattle_Dog
20200710121916,Boxer
20200710130743,Husky
20180613215928,Pit_Bull_Terrier
20200707131152,Great_Dane
20200709201819,Labrador_Retriever
20200627130616,Shepherd
20181101232417,Labrador_Retriever
20200712122419,Black_Labrador_Retriever
20200608202620,Labrador_Retriever
20200623113757,Shepherd
